score,time
0.4368178897233186,3.176212310851412e-05
0.4368178897233186,8.176212310839759e-05
0.4368178897233186,0.0001317621231082
0.4368178897233186,0.000181762123109
0.4368178897233186,0.0002317621231089
0.4368178897233186,0.0002817621231088
0.4368178897233186,0.0003317621231087
0.4368178897233186,0.0003817621231085
0.4368178897233186,0.0004317621231084
0.4368178897233186,0.0004817621231083
0.4368178897233186,0.0005317621231082
0.4368178897233186,0.000581762123109
0.4368178897233186,0.0006317621231088
0.4368178897233186,0.0006817621231087
0.4368178897233186,0.0007317621231086
0.4368178897233186,0.0007817621231085
0.4368178897233186,0.0008317621231084
0.4368178897233186,0.0008817621231083
0.4368178897233186,0.0009317621231081
0.4368178897233186,0.0009817621231089
0.4368178897233186,0.0010317621231088
0.4368178897233186,0.0010817621231087
0.4368178897233186,0.0011317621231086
0.4368178897233186,0.0011817621231084
0.4368178897233186,0.0012317621231083
0.4368178897233186,0.0012817621231082
0.4368178897233186,0.001331762123109
0.4368178897233186,0.0013817621231089
0.4368178897233186,0.0014317621231088
0.4368178897233186,0.0014817621231086
0.4368178897233186,0.0015317621231085
0.4368178897233186,0.0015817621231084
0.4368178897233186,0.0016317621231083
0.4368178897233186,0.0016817621231082
0.4368178897233186,0.0017317621231089
0.4327362570702573,0.0017817621231088
0.4327362570702573,0.0018317621231087
0.4327362570702573,0.0018817621231086
0.4327362570702573,0.0019317621231085
0.4327362570702573,0.0019817621231084
0.4327362570702573,0.0020317621231082
0.4327362570702573,0.002081762123109
0.4327362570702573,0.0021317621231089
0.4327362570702573,0.0021817621231088
0.4327362570702573,0.0022317621231087
0.4327362570702573,0.0022817621231086
0.4327362570702573,0.0023317621231084
0.4327362570702573,0.0023817621231083
0.4327362570702573,0.0024317621231082
0.4327362570702573,0.002481762123109
0.4327362570702573,0.0025317621231089
0.4327362570702573,0.0025817621231087
0.4327362570702573,0.0026317621231086
0.4327362570702573,0.0026817621231085
0.4327362570702573,0.0027317621231084
0.4327362570702573,0.0027817621231083
0.4327362570702573,0.0028317621231082
0.4327362570702573,0.0028817621231089
0.4327362570702573,0.0029317621231088
0.4327362570702573,0.0029817621231087
0.4327362570702573,0.0030317621231086
0.4327362570702573,0.0030817621231085
0.4327362570702573,0.0031317621231083
0.4327362570702573,0.0031817621231082
0.4327362570702573,0.003231762123109
0.4327362570702573,0.0032817621231089
0.4327362570702573,0.0033317621231088
0.4327362570702573,0.0033817621231087
0.4327362570702573,0.0034317621231085
0.4327362570702573,0.0034817621231084
0.4327362570702573,0.0035317621231083
0.4327362570702573,0.0035817621231082
0.4327362570702573,0.003631762123109
0.4327362570702573,0.0036817621231088
0.4327362570702573,0.0037317621231087
0.4327362570702573,0.0037817621231086
0.4327362570702573,0.0038317621231085
0.4327362570702573,0.0038817621231084
0.4327362570702573,0.0039317621231083
0.4327362570702573,0.0039817621231081
0.4327362570702573,0.0040317621231089
0.4327362570702573,0.0040817621231088
0.4327362570702573,0.0041317621231087
0.4327362570702573,0.0041817621231086
0.4327362570702573,0.0042317621231084
0.4327362570702573,0.0042817621231083
0.4327362570702573,0.0043317621231082
0.4327362570702573,0.004381762123109
0.4327362570702573,0.0044317621231089
0.4327362570702573,0.0044817621231088
0.4327362570702573,0.0045317621231086
0.4327362570702573,0.0045817621231085
0.4327362570702573,0.0046317621231084
0.4327362570702573,0.0046817621231083
0.4327362570702573,0.0047317621231082
0.4327362570702573,0.0047817621231089
0.4327362570702573,0.0048317621231088
0.4327362570702573,0.0048817621231087
0.4327362570702573,0.0049317621231086
0.4327362570702573,0.0049817621231085
0.4327362570702573,0.0050317621231084
0.4327362570702573,0.0050817621231082
0.4327362570702573,0.005131762123109
0.4327362570702573,0.0051817621231089
0.4327362570702573,0.0052317621231088
0.4327362570702573,0.0052817621231087
0.4327362570702573,0.0053317621231085
0.4327362570702573,0.0053817621231084
0.4327362570702573,0.0054317621231083
0.4327362570702573,0.0054817621231082
0.4327362570702573,0.005531762123109
0.4327362570702573,0.0055817621231089
0.4327362570702573,0.0056317621231087
0.4327362570702573,0.0056817621231086
0.4327362570702573,0.0057317621231085
0.4327362570702573,0.0057817621231084
0.4327362570702573,0.0058317621231083
0.4327362570702573,0.0058817621231082
0.4327362570702573,0.0059317621231089
0.4327362570702573,0.0059817621231088
0.4327362570702573,0.0060317621231087
0.4327362570702573,0.0060817621231086
0.4327362570702573,0.0061317621231085
0.4327362570702573,0.0061817621231083
0.4327362570702573,0.0062317621231082
0.4327362570702573,0.006281762123109
0.4327362570702573,0.0063317621231089
0.4327362570702573,0.0063817621231088
0.4327362570702573,0.0064317621231086
0.4327362570702573,0.0064817621231085
0.4327362570702573,0.0065317621231084
0.4327362570702573,0.0065817621231083
0.4327362570702573,0.0066317621231082
0.4327362570702573,0.006681762123109
0.4327362570702573,0.0067317621231088
0.4327362570702573,0.0067817621231087
0.4327362570702573,0.0068317621231086
0.4327362570702573,0.0068817621231085
0.4327362570702573,0.0069317621231084
0.4327362570702573,0.0069817621231083
0.4327362570702573,0.0070317621231081
0.4286546244171961,0.0070817621231089
0.4286546244171961,0.0071317621231088
0.4286546244171961,0.0071817621231087
0.4286546244171961,0.0072317621231086
0.4286546244171961,0.0072817621231084
0.4245729917641349,0.0073317621231083
0.4245729917641349,0.0073817621231082
